account.length,area.code,international.plan,voice.mail.plan,number.vmail.messages,total.day.minutes,total.day.calls,total.eve.minutes,total.eve.calls,total.night.minutes,total.night.calls,total.intl.minutes,total.intl.calls,number.customer.service.calls,Status,avg.minute.day,avg.minute.eve,avg.minute.night,avg.minute.intl
145,408,no,yes,24,147.5,90,175.7,108,252.1,102,15.6,3,2,False,1.63888888888889,1.62685185185185,2.47156862745098,5.2
137,510,no,no,0,206.4,122,128,102,194.5,84,8.8,5,2,False,1.69180327868852,1.25490196078431,2.31547619047619,1.76
137,408,no,no,0,205.9,88,209.3,86,289.9,84,14.5,4,2,False,2.33977272727273,2.43372093023256,3.45119047619048,3.625
167,510,no,no,0,207.6,88,132.4,63,255.2,98,14.1,5,0,False,2.35909090909091,2.1015873015873,2.60408163265306,2.82
89,510,no,no,0,303.9,95,260.9,114,312.1,89,5.3,3,1,True,3.19894736842105,2.28859649122807,3.50674157303371,1.76666666666667
94,510,no,no,0,177.1,112,194,112,146.7,108,5.9,4,1,False,1.58125,1.73214285714286,1.35833333333333,1.475
166,510,no,no,0,204.2,115,179.9,152,216.8,109,9.5,5,1,False,1.77565217391304,1.18355263157895,1.98899082568807,1.9
74,415,no,no,0,85.7,83,247.7,67,142.4,85,10.1,5,2,False,1.03253012048193,3.69701492537313,1.67529411764706,2.02
113,415,no,no,0,215.5,129,218.7,117,207.1,91,6.6,9,4,False,1.67054263565891,1.86923076923077,2.27582417582418,0.733333333333333
94,415,no,no,0,181.5,98,199.9,88,287.7,114,6.6,5,1,False,1.85204081632653,2.27159090909091,2.52368421052632,1.32
67,415,no,no,0,171.7,80,110.4,81,195.4,111,11.9,4,2,False,2.14625,1.36296296296296,1.76036036036036,2.975
127,415,no,no,0,266.6,106,264.8,168,207.2,119,5.9,2,1,True,2.51509433962264,1.57619047619048,1.74117647058824,2.95
121,408,no,no,0,170.4,108,350.5,68,297,87,11.2,3,0,True,1.57777777777778,5.15441176470588,3.41379310344828,3.73333333333333
158,415,no,no,0,158,106,292.5,114,241.1,89,9.1,4,1,False,1.49056603773585,2.56578947368421,2.70898876404494,2.275
196,415,no,no,0,234,109,249.5,114,173.1,70,9.1,5,2,False,2.14678899082569,2.18859649122807,2.47285714285714,1.82
113,415,no,no,0,272.1,111,268.5,118,213.8,105,8.5,10,1,True,2.45135135135135,2.27542372881356,2.03619047619048,0.85
122,408,no,no,0,296.4,99,214.8,89,133.9,107,11.4,3,4,True,2.99393939393939,2.41348314606742,1.25140186915888,3.8
112,510,no,no,0,194.4,101,190.3,82,183.4,107,11.4,2,0,False,1.92475247524752,2.32073170731707,1.71401869158879,5.7
209,415,no,no,0,227.2,128,258.4,92,183.5,74,8.9,4,3,False,1.775,2.80869565217391,2.47972972972973,2.225
110,415,no,yes,38,236.3,102,195.9,112,183.5,82,9.7,6,1,False,2.31666666666667,1.74910714285714,2.23780487804878,1.61666666666667
16,510,no,no,0,205.6,69,169.5,93,220.1,64,10.9,3,0,False,2.97971014492754,1.82258064516129,3.4390625,3.63333333333333
73,408,no,no,0,94.1,136,280.3,122,205,77,9.8,4,0,False,0.691911764705882,2.29754098360656,2.66233766233766,2.45
128,408,no,no,0,125.2,99,205.4,107,254.4,111,18.9,2,0,False,1.26464646464646,1.9196261682243,2.29189189189189,9.45
103,415,no,yes,28,121,105,270.4,100,160.5,76,7.7,4,2,False,1.15238095238095,2.704,2.11184210526316,1.925
119,415,no,yes,29,117.8,66,256.8,114,147.6,76,7.6,3,3,False,1.78484848484848,2.25263157894737,1.94210526315789,2.53333333333333
173,510,no,yes,21,232.4,96,211.9,118,273,102,5,5,3,False,2.42083333333333,1.79576271186441,2.67647058823529,1
128,510,yes,yes,32,223.5,81,188.8,74,154.9,101,9.4,2,2,True,2.75925925925926,2.55135135135135,1.53366336633663,4.7
104,408,no,no,0,138.7,107,256.9,113,234.9,74,10,3,0,False,1.29626168224299,2.27345132743363,3.17432432432432,3.33333333333333
121,408,no,yes,35,68.7,95,209.2,69,197.4,42,11.4,4,1,False,0.723157894736842,3.03188405797101,4.7,2.85
143,408,no,yes,33,239.2,109,235.5,112,156.3,95,9.5,4,1,False,2.19449541284404,2.10267857142857,1.64526315789474,2.375
116,510,no,no,0,192.1,98,312.9,135,130.2,94,7.9,2,3,False,1.96020408163265,2.31777777777778,1.38510638297872,3.95
86,415,no,no,0,128.3,121,197.1,93,138.4,152,12.2,5,7,True,1.0603305785124,2.11935483870968,0.910526315789474,2.44
108,510,no,no,0,169.6,99,264.1,87,206.3,78,9.3,4,0,False,1.71313131313131,3.03563218390805,2.64487179487179,2.325
66,510,no,no,0,201.3,95,152.8,66,233.2,101,7.5,4,1,False,2.11894736842105,2.31515151515152,2.30891089108911,1.875
99,510,no,no,0,169.2,70,271.5,77,170.2,104,10.6,2,0,False,2.41714285714286,3.52597402597403,1.63653846153846,5.3
77,510,no,no,0,233.8,104,266.5,94,212.7,104,7.6,3,2,False,2.24807692307692,2.83510638297872,2.04519230769231,2.53333333333333
78,408,no,no,0,225.1,67,199.2,127,175.5,102,14.6,2,0,False,3.35970149253731,1.56850393700787,1.72058823529412,7.3
89,415,no,no,0,213,63,176.6,71,262.6,126,9.1,1,1,True,3.38095238095238,2.48732394366197,2.08412698412698,9.1
101,415,no,no,0,183.9,115,255.9,101,275,145,10.8,11,1,False,1.59913043478261,2.53366336633663,1.89655172413793,0.981818181818182
44,415,no,yes,34,221.8,105,161.7,85,227.7,62,14,7,0,False,2.11238095238095,1.90235294117647,3.67258064516129,2
81,415,no,yes,33,161.6,117,123,90,261.3,101,12.2,5,1,False,1.38119658119658,1.36666666666667,2.58712871287129,2.44
162,510,no,no,0,220.6,117,155.2,121,186.7,89,10.5,11,1,False,1.88547008547009,1.28264462809917,2.09775280898876,0.954545454545455
100,510,no,no,0,107,63,105.7,67,243.1,74,12.8,3,4,True,1.6984126984127,1.57761194029851,3.28513513513513,4.26666666666667
59,510,no,no,0,182.5,104,204.7,95,229.9,100,11.3,8,4,False,1.75480769230769,2.15473684210526,2.299,1.4125
79,408,no,no,0,152.2,112,177.2,132,96.4,87,5.3,3,1,False,1.35892857142857,1.34242424242424,1.10804597701149,1.76666666666667
64,408,yes,no,0,236.2,77,218.6,85,194.1,97,13.2,2,2,True,3.06753246753247,2.57176470588235,2.00103092783505,6.6
31,415,no,no,0,166.1,105,79.3,93,213.7,98,12.7,2,1,False,1.58190476190476,0.852688172043011,2.18061224489796,6.35
122,408,no,yes,23,134.2,85,227.3,132,122.4,96,8.5,2,2,False,1.57882352941176,1.7219696969697,1.275,4.25
90,408,no,yes,29,150.1,109,264.7,103,178.4,97,5.8,4,1,False,1.37706422018349,2.56990291262136,1.83917525773196,1.45
159,408,yes,no,0,257.1,53,312.2,127,183,82,8.8,6,1,True,4.85094339622642,2.45826771653543,2.23170731707317,1.46666666666667
148,415,no,no,0,124.4,83,179.7,81,253,99,11.3,6,0,False,1.49879518072289,2.21851851851852,2.55555555555556,1.88333333333333
39,415,no,yes,36,141.7,121,232.3,113,222.1,131,12,5,1,False,1.17107438016529,2.05575221238938,1.69541984732824,2.4
77,408,no,no,0,230,87,103.2,138,309.6,136,11.3,3,2,False,2.64367816091954,0.747826086956522,2.27647058823529,3.76666666666667
194,408,no,no,0,162.3,88,213.7,118,192.1,81,10.9,2,0,False,1.84431818181818,1.81101694915254,2.3716049382716,5.45
112,415,no,no,0,193.3,96,264.1,123,128.6,115,9.1,3,4,False,2.01354166666667,2.14715447154472,1.11826086956522,3.03333333333333
135,415,no,no,0,201.8,81,225,114,204.4,82,10.3,6,1,False,2.49135802469136,1.97368421052632,2.49268292682927,1.71666666666667
56,408,no,no,0,197,110,222.8,102,225.3,91,10.6,6,2,False,1.79090909090909,2.1843137254902,2.47582417582418,1.76666666666667
138,415,no,no,0,170.5,87,118.2,116,187.9,111,11.2,7,2,False,1.95977011494253,1.01896551724138,1.69279279279279,1.6
79,408,no,no,0,205.7,123,214.5,108,226.1,106,6.7,18,1,False,1.67235772357724,1.98611111111111,2.13301886792453,0.372222222222222
137,510,no,no,0,242.1,118,191,93,218.6,50,14.7,2,3,False,2.05169491525424,2.05376344086022,4.372,7.35
97,415,no,no,0,151.6,107,155.4,96,240,112,14.7,4,1,False,1.41682242990654,1.61875,2.14285714285714,3.675
149,415,yes,no,0,176.2,87,145,81,249.5,92,5.7,4,0,False,2.02528735632184,1.79012345679012,2.71195652173913,1.425
117,415,yes,yes,22,196,82,322.7,82,225.6,120,3.7,5,1,False,2.39024390243902,3.93536585365854,1.88,0.74
84,408,no,no,0,159.5,125,247.1,90,187.9,82,7.2,4,2,False,1.276,2.74555555555556,2.29146341463415,1.8
99,415,no,no,0,146.7,64,274,99,321.3,98,8.9,1,3,False,2.2921875,2.76767676767677,3.27857142857143,8.9
43,415,no,no,0,168.4,125,243.8,89,214.7,102,11.1,2,1,False,1.3472,2.73932584269663,2.10490196078431,5.55
35,415,no,no,0,105.6,129,258.2,129,213.1,77,8.7,3,0,False,0.818604651162791,2.0015503875969,2.76753246753247,2.9
98,415,no,no,0,206.5,92,176.2,152,232.8,115,12.4,5,5,False,2.2445652173913,1.15921052631579,2.02434782608696,2.48
112,510,no,no,0,217.1,76,205.2,100,185.7,91,9.4,3,2,False,2.85657894736842,2.052,2.04065934065934,3.13333333333333
16,510,no,no,0,229.6,78,205.7,108,166.2,91,10.8,2,0,True,2.94358974358974,1.90462962962963,1.82637362637363,5.4
98,415,no,yes,22,278.3,89,93.4,143,107.6,42,9.7,5,0,False,3.12696629213483,0.653146853146853,2.56190476190476,1.94
94,415,no,no,0,234.4,103,279.3,109,234.2,121,2,2,1,True,2.27572815533981,2.56238532110092,1.93553719008264,1
66,415,no,no,0,167.3,91,230,68,191.7,118,10.6,5,1,True,1.83846153846154,3.38235294117647,1.62457627118644,2.12
98,415,no,yes,31,121,105,218.9,98,226.7,110,12,1,1,False,1.15238095238095,2.23367346938776,2.06090909090909,12
74,415,no,no,0,221.1,124,110.8,94,240.1,112,10.6,3,0,False,1.78306451612903,1.17872340425532,2.14375,3.53333333333333
96,408,no,yes,26,145.8,108,192.2,89,165.1,96,9.9,2,1,False,1.35,2.15955056179775,1.71979166666667,4.95
119,510,no,no,0,222.8,122,163.2,107,160.6,112,11.2,6,1,False,1.82622950819672,1.52523364485981,1.43392857142857,1.86666666666667
21,415,no,no,0,146,78,109.7,79,247.4,108,6.8,7,0,False,1.87179487179487,1.38860759493671,2.29074074074074,0.971428571428571
122,510,no,no,0,157.1,134,184.9,122,197.2,59,8.5,5,4,True,1.17238805970149,1.5155737704918,3.34237288135593,1.7
133,510,yes,no,0,127.3,108,251.3,81,135,88,10.3,3,1,False,1.1787037037037,3.10246913580247,1.53409090909091,3.43333333333333
145,415,no,no,0,187.9,110,197,117,167,108,4.8,4,2,False,1.70818181818182,1.68376068376068,1.5462962962963,1.2
64,415,no,no,0,97.2,80,186.2,90,189,92,10.4,6,2,False,1.215,2.06888888888889,2.05434782608696,1.73333333333333
85,415,no,no,0,259.8,85,242.3,117,168.8,72,5.4,1,0,False,3.05647058823529,2.07094017094017,2.34444444444444,5.4
76,415,no,no,0,169.5,77,124,87,219.4,92,10,3,0,False,2.2012987012987,1.42528735632184,2.38478260869565,3.33333333333333
113,415,no,no,0,239.7,47,282.9,110,238.4,88,8.7,3,2,True,5.1,2.57181818181818,2.70909090909091,2.9
117,408,no,no,0,239.9,84,174.8,106,209.5,93,9.8,2,0,False,2.85595238095238,1.64905660377358,2.25268817204301,4.9
128,408,no,yes,34,142.3,73,194.8,79,239.3,81,16,6,1,False,1.94931506849315,2.46582278481013,2.95432098765432,2.66666666666667
115,415,no,no,0,184.1,98,327,73,212.5,106,7.5,6,2,False,1.87857142857143,4.47945205479452,2.00471698113208,1.25
51,510,no,no,0,259.9,114,176.2,94,77.2,112,15.3,1,1,False,2.27982456140351,1.87446808510638,0.689285714285714,15.3
100,415,no,no,0,203.8,122,283.1,76,197.3,83,12.5,3,0,False,1.67049180327869,3.725,2.37710843373494,4.16666666666667
96,415,no,yes,45,248.8,124,140.3,77,263.6,102,10.3,2,3,False,2.00645161290323,1.82207792207792,2.5843137254902,5.15
163,415,no,no,0,122.4,129,113.4,108,180.2,97,12.5,7,1,False,0.948837209302326,1.05,1.85773195876289,1.78571428571429
67,415,no,yes,40,104.9,65,216.3,93,217.4,128,9.6,9,1,False,1.61384615384615,2.3258064516129,1.6984375,1.06666666666667
140,408,no,no,0,173.2,91,196.8,106,209.3,128,11.2,5,3,False,1.9032967032967,1.85660377358491,1.63515625,2.24
49,510,no,no,0,119.4,69,273.3,92,214.4,153,12.4,7,2,False,1.7304347826087,2.97065217391304,1.40130718954248,1.77142857142857
46,510,no,no,0,250.3,100,260.6,90,195,104,13.3,2,2,True,2.503,2.89555555555556,1.875,6.65
78,415,no,no,0,155,106,175.3,101,155.6,125,11.8,5,2,False,1.4622641509434,1.73564356435644,1.2448,2.36
61,408,no,yes,31,288.7,101,203.8,102,203.2,49,8.6,3,0,False,2.85841584158416,1.99803921568627,4.1469387755102,2.86666666666667
58,510,no,yes,29,240.4,80,118.9,91,164.2,108,11.2,3,1,False,3.005,1.30659340659341,1.52037037037037,3.73333333333333
155,415,no,no,0,190.3,123,301.3,96,214.6,134,8,3,1,False,1.54715447154472,3.13854166666667,1.60149253731343,2.66666666666667
100,510,no,no,0,278,76,176.7,74,219.5,126,8.3,4,0,True,3.65789473684211,2.38783783783784,1.74206349206349,2.075
113,510,no,no,0,155,93,330.6,106,189.4,123,13.5,3,1,False,1.66666666666667,3.1188679245283,1.53983739837398,4.5
81,415,no,no,0,153.5,99,197.6,102,198.5,86,6.3,2,2,False,1.55050505050505,1.93725490196078,2.30813953488372,3.15
99,408,no,no,0,155.3,93,265.7,95,145.7,67,12.4,4,0,False,1.66989247311828,2.79684210526316,2.17462686567164,3.1
59,510,no,yes,29,133.1,114,221.2,82,131.6,103,6.8,3,1,False,1.16754385964912,2.69756097560976,1.27766990291262,2.26666666666667
135,510,no,no,0,246.8,129,187.8,121,154.5,109,12.6,5,1,False,1.91317829457364,1.55206611570248,1.41743119266055,2.52
85,408,yes,no,0,165.4,107,196,126,349.2,110,9.6,7,2,False,1.54579439252336,1.55555555555556,3.17454545454545,1.37142857142857
70,510,no,no,0,59.5,103,257.2,106,208.3,86,11.1,6,0,False,0.577669902912621,2.42641509433962,2.42209302325581,1.85
88,510,no,no,0,138.3,116,236,138,179.1,110,9.6,4,3,False,1.19224137931035,1.71014492753623,1.62818181818182,2.4
55,510,no,no,0,286.7,100,134.4,121,192.9,122,6.9,5,2,False,2.867,1.11074380165289,1.58114754098361,1.38
79,510,no,yes,21,264.3,79,202.8,118,173.4,92,6.3,3,4,False,3.34556962025316,1.71864406779661,1.88478260869565,2.1
85,408,no,no,0,127.9,107,271.2,124,202.2,76,12.5,5,0,False,1.19532710280374,2.18709677419355,2.66052631578947,2.5
86,408,no,yes,23,225.5,107,246.3,105,245.7,81,9.8,2,0,False,2.10747663551402,2.34571428571429,3.03333333333333,4.9
91,510,no,no,0,149,115,245.3,105,260,94,8.3,3,0,False,1.29565217391304,2.33619047619048,2.76595744680851,2.76666666666667
149,415,no,yes,20,198.9,77,274,88,190.7,76,14.3,9,1,False,2.58311688311688,3.11363636363636,2.50921052631579,1.58888888888889
97,408,no,no,0,256.4,125,273.9,100,222.7,101,11.1,1,1,True,2.0512,2.739,2.2049504950495,11.1
60,415,no,no,0,98.2,88,180.5,69,223.6,69,9.3,2,2,False,1.11590909090909,2.61594202898551,3.24057971014493,4.65
11,415,no,yes,28,190.6,86,220.1,122,180.3,80,6,3,3,False,2.21627906976744,1.80409836065574,2.25375,2
115,408,no,no,0,147.9,109,228.4,117,299.7,90,9.6,9,3,False,1.35688073394495,1.95213675213675,3.33,1.06666666666667
144,415,no,yes,18,106.4,109,108.1,113,208.4,111,10.1,5,1,False,0.976146788990826,0.956637168141593,1.87747747747748,2.02
91,408,no,no,0,133.7,75,195.3,87,280.5,89,5.9,2,0,False,1.78266666666667,2.2448275862069,3.15168539325843,2.95
105,415,no,yes,23,193.5,85,220.2,90,272.4,111,8.5,5,0,False,2.27647058823529,2.44666666666667,2.45405405405405,1.7
112,415,no,no,0,170.4,103,200.2,71,258.3,100,11.6,4,1,False,1.65436893203884,2.81971830985915,2.583,2.9
86,415,no,yes,32,70.9,163,166.7,121,244.9,105,11.1,5,3,False,0.434969325153374,1.37768595041322,2.33238095238095,2.22
41,510,no,yes,34,194.4,63,254.9,110,160.2,115,17.2,9,2,False,3.08571428571429,2.31727272727273,1.39304347826087,1.91111111111111
78,408,no,no,0,75,116,248.7,87,176,83,9.5,6,3,False,0.646551724137931,2.85862068965517,2.12048192771084,1.58333333333333
149,408,no,no,0,69.1,117,136.3,100,181.7,53,6.3,3,1,False,0.59059829059829,1.363,3.42830188679245,2.1
72,510,no,yes,33,96.6,59,315.4,98,163.3,117,6.2,4,4,True,1.63728813559322,3.21836734693878,1.3957264957265,1.55
139,415,no,yes,20,214.6,101,235.1,132,162.8,132,14.8,12,0,False,2.12475247524752,1.78106060606061,1.23333333333333,1.23333333333333
74,510,no,no,0,148.5,111,146.5,42,289.2,83,9.9,6,3,False,1.33783783783784,3.48809523809524,3.48433734939759,1.65
50,510,no,no,0,258.1,106,161.4,106,225.1,110,11.7,5,1,False,2.43490566037736,1.52264150943396,2.04636363636364,2.34
141,510,no,yes,23,149.7,112,162.5,118,220.3,115,7.6,2,3,False,1.33660714285714,1.3771186440678,1.91565217391304,3.8
140,408,no,no,0,149.8,134,164.4,98,294.7,124,8.1,2,1,False,1.11791044776119,1.67755102040816,2.37661290322581,4.05
99,408,no,no,0,190.4,102,158.1,107,271.5,92,11.2,4,2,False,1.86666666666667,1.47757009345794,2.95108695652174,2.8
166,408,no,no,0,181.4,108,253.8,54,112.3,94,11.6,6,1,False,1.67962962962963,4.7,1.19468085106383,1.93333333333333
124,408,no,no,0,151.1,123,187.4,104,255.4,93,5.3,3,1,False,1.22845528455285,1.80192307692308,2.74623655913978,1.76666666666667
117,510,no,no,0,149.9,95,256.1,110,212.7,92,13.3,13,2,False,1.57789473684211,2.32818181818182,2.31195652173913,1.02307692307692
85,510,no,no,0,222.3,132,231.5,101,223.5,75,11,2,3,False,1.68409090909091,2.29207920792079,2.98,5.5
36,415,no,yes,16,149.4,111,131.8,113,132.7,87,6.7,2,0,False,1.34594594594595,1.16637168141593,1.52528735632184,3.35
76,415,no,no,0,204.2,100,292.6,139,244.3,105,10.5,2,0,False,2.042,2.10503597122302,2.32666666666667,5.25
165,510,no,no,0,242.9,126,209.8,65,228.4,126,0,0,1,False,1.92777777777778,3.22769230769231,1.81269841269841,0
78,415,no,no,0,208.9,119,252.4,132,280.2,120,12.8,7,0,False,1.75546218487395,1.91212121212121,2.335,1.82857142857143
92,415,yes,no,0,130.7,113,260.6,122,244.2,98,9.4,2,2,True,1.15663716814159,2.13606557377049,2.49183673469388,4.7
129,415,no,yes,33,119.6,104,278.7,88,263.4,175,5.9,2,2,False,1.15,3.16704545454545,1.50514285714286,2.95
18,408,no,no,0,273.6,93,114.6,116,250.6,120,8.2,4,1,False,2.94193548387097,0.987931034482759,2.08833333333333,2.05
93,415,no,yes,36,178.7,134,178.6,102,126.8,82,8,4,2,False,1.33358208955224,1.75098039215686,1.54634146341463,2
75,408,yes,no,0,211.3,61,105.6,119,175.9,63,9.7,4,4,True,3.46393442622951,0.887394957983193,2.79206349206349,2.425
126,415,no,yes,23,114.3,102,190.3,103,240.4,111,12.6,7,3,False,1.12058823529412,1.84757281553398,2.16576576576577,1.8
124,415,no,yes,28,251.4,104,225.1,89,251.9,121,7.5,5,1,False,2.41730769230769,2.52921348314607,2.08181818181818,1.5
93,415,yes,no,0,216.9,61,207.4,120,221.7,110,17.5,5,1,True,3.55573770491803,1.72833333333333,2.01545454545455,3.5
109,415,yes,yes,26,217.2,138,145.5,111,280.7,76,9.3,3,0,False,1.57391304347826,1.31081081081081,3.69342105263158,3.1
80,510,no,no,0,206.3,97,154.9,98,263.6,82,12.4,12,0,False,2.12680412371134,1.58061224489796,3.21463414634146,1.03333333333333
41,415,no,no,0,159.3,66,125.9,75,261.9,76,11.1,5,1,False,2.41363636363636,1.67866666666667,3.44605263157895,2.22
136,415,no,yes,31,143.1,88,236.6,65,227.8,120,11.4,5,2,False,1.62613636363636,3.64,1.89833333333333,2.28
92,415,no,no,0,154,122,329.8,88,288,117,5.6,2,3,True,1.26229508196721,3.74772727272727,2.46153846153846,2.8
143,408,no,yes,24,186.6,69,222,116,234.9,138,11.6,5,1,False,2.70434782608696,1.91379310344828,1.70217391304348,2.32
118,415,no,yes,26,170.8,114,199.5,125,169.7,98,9.6,5,5,True,1.49824561403509,1.596,1.73163265306122,1.92
193,408,no,yes,17,124,102,202.9,81,205.1,129,12.3,3,1,False,1.2156862745098,2.50493827160494,1.58992248062016,4.1
30,415,no,yes,30,217.4,74,213.8,86,227.2,104,6.6,3,0,False,2.93783783783784,2.48604651162791,2.18461538461538,2.2
148,510,no,yes,14,93.6,137,193.8,72,144.9,84,17.5,5,1,False,0.683211678832117,2.69166666666667,1.725,3.5
52,408,no,no,0,214.7,68,158.6,138,123.4,114,9.4,4,2,False,3.15735294117647,1.14927536231884,1.08245614035088,2.35
41,408,no,no,0,202.9,97,153.8,104,113.5,92,9,3,3,False,2.09175257731959,1.47884615384615,1.23369565217391,3
112,415,no,no,0,261.4,108,154.5,102,130.9,90,11.6,2,1,False,2.42037037037037,1.51470588235294,1.45444444444444,5.8
87,510,no,no,0,231.3,105,171.7,108,67.7,136,13,6,1,False,2.20285714285714,1.58981481481481,0.497794117647059,2.16666666666667
30,510,no,no,0,227.4,88,182.5,100,191.7,134,12.5,3,0,False,2.58409090909091,1.825,1.43059701492537,4.16666666666667
46,415,no,no,0,124.8,133,157.3,143,199.3,72,8.6,4,2,False,0.938345864661654,1.1,2.76805555555556,2.15
100,510,yes,no,0,68.5,110,337.1,115,205.2,99,12.1,9,0,False,0.622727272727273,2.93130434782609,2.07272727272727,1.34444444444444
47,415,no,yes,37,163.5,77,203.1,102,232,87,7.8,4,2,False,2.12337662337662,1.99117647058824,2.66666666666667,1.95
77,415,no,no,0,163,112,219.1,89,233.4,66,6.7,3,2,False,1.45535714285714,2.46179775280899,3.53636363636364,2.23333333333333
98,415,no,yes,38,213.7,61,253,104,207.7,73,10.7,5,2,False,3.50327868852459,2.43269230769231,2.84520547945205,2.14
125,415,no,yes,36,201.3,117,42.2,78,125.7,104,5.4,3,1,False,1.72051282051282,0.541025641025641,1.20865384615385,1.8
67,510,no,no,0,310.4,97,66.5,123,246.5,99,9.2,10,4,False,3.2,0.540650406504065,2.48989898989899,0.92
194,408,no,no,0,48.4,101,281.1,138,218.5,87,18.2,1,1,False,0.479207920792079,2.03695652173913,2.51149425287356,18.2
128,415,no,yes,40,171.2,88,145.7,109,196.8,93,14,6,1,False,1.94545454545455,1.33669724770642,2.11612903225806,2.33333333333333
59,408,no,no,0,107.8,113,216.6,125,217.5,92,9.9,3,2,False,0.953982300884956,1.7328,2.36413043478261,3.3
47,408,no,yes,28,141.3,94,168,108,113.5,84,7.8,2,1,False,1.5031914893617,1.55555555555556,1.35119047619048,3.9
150,415,no,yes,29,209.9,77,158,52,141.9,113,6.6,1,0,False,2.72597402597403,3.03846153846154,1.25575221238938,6.6
152,415,yes,yes,20,237.5,120,253.4,94,265.2,80,14.2,3,9,True,1.97916666666667,2.69574468085106,3.315,4.73333333333333
26,415,no,no,0,234.5,109,216.5,129,191.6,94,3.5,6,3,False,2.15137614678899,1.67829457364341,2.03829787234043,0.583333333333333
95,510,no,yes,27,129.5,106,248.9,90,268,115,11.9,3,1,False,1.22169811320755,2.76555555555556,2.3304347826087,3.96666666666667
69,510,yes,no,0,279.8,90,248.7,91,171,118,8.4,10,2,True,3.10888888888889,2.73296703296703,1.44915254237288,0.84
95,510,yes,yes,41,136.8,91,200.8,61,133.7,67,10.3,9,5,True,1.5032967032967,3.29180327868852,1.9955223880597,1.14444444444444
